name,geometry,geometry_layer,geometry_proj4
Parque de las Leyendas,POINT Z (-77.08829181818402 -12.07791655429215 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08087903773956 -12.07818879679146 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.0668832936131 -12.08312126842946 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Hospital Militar,POINT Z (-77.06081571223937 -12.08793013103034 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Gregorio Escobedo,POINT Z (-77.05736015098734 -12.09022755323203 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Guardia Civil,POINT Z (-77.00733999644105 -12.08840838846068 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Circunvalación,POINT Z (-76.98578825552492 -12.08506120904568 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Ingenieros,POINT Z (-76.94834526908333 -12.06854579197492 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Flora Tristán,POINT Z (-76.94391233042379 -12.06649091713845 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Holanda,POINT Z (-76.92574879126965 -12.04221736136561 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Vista Alegre,POINT Z (-76.93015738801893 -12.04327372153974 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Paris,POINT Z (-76.93606556677265 -12.04669990559219 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Monumental,POINT Z (-76.9383474648258 -12.0607052752026 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Huarochirí,POINT Z (-76.9396720430167 -12.06399898264795 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Berlín,POINT Z (-76.92445702618232 -12.03821003772799 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
La Molina,POINT Z (-76.95543597613539 -12.07082443891355 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
La Floresta,POINT Z (-76.97284095764286 -12.08365157375762 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Rosa Toro,POINT Z (-76.99252021410635 -12.08632154113183 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Bartolomé Herrera (San Miguelito),POINT Z (-77.07302471428699 -12.08087218279051 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Continsuyo,POINT Z (-77.09865619082298 -12.07166635129983 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Los Nogales,POINT Z (-77.04488789259823 -12.0937564679662 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
J. Borja,POINT Z (-76.98920490078842 -12.08593670099542 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Orquideas,POINT Z (-77.0280131766805 -12.09145168478375 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Pershing,POINT Z (-77.04937113458483 -12.09442236213304 0),Ida (#13),+proj=longlat +datum=WGS84 +no_defs
Ceres,POINT Z (-76.92594010926737 -12.03360453793857 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
La Marina,POINT Z (-77.10014310079734 -12.07386531858064 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Rafael Escardó,POINT Z (-77.09364195581344 -12.07748833518872 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Bartolomé Herrera,POINT Z (-77.07363034848514 -12.08093235004496 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.06752728945921 -12.083138562213 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Hospital Militar,POINT Z (-77.06133368745071 -12.08786659035715 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Gregorio Escobedo,POINT Z (-77.05883165390124 -12.0895323320768 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Parodi,POINT Z (-77.03084920576541 -12.09211911580812 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Masías,POINT Z (-77.02635708880001 -12.09149376902136 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Berlín,POINT Z (-76.92411868003178 -12.03840809055729 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Holanda,POINT Z (-76.92607832353529 -12.04253902345742 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Vista Alegre,POINT Z (-76.93078617300209 -12.04359852577596 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Paris,POINT Z (-76.93600643712367 -12.04712707547152 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Monumental,POINT Z (-76.93794168182959 -12.05976994581617 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Huarochirí,POINT Z (-76.93847416161182 -12.06344592373672 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Flora Tristán,POINT Z (-76.94415047428656 -12.06705334649206 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Ingenieros,POINT Z (-76.94878553755186 -12.06918106814831 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
La Molina,POINT Z (-76.95704247420838 -12.07181561267885 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Los Frutales,POINT Z (-76.96380976734858 -12.07610247322944 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Camacho,POINT Z (-76.96598571623305 -12.07979775485169 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
U. de Lima,POINT Z (-76.97176610478522 -12.08389024485771 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Jockey,POINT Z (-76.97810808480939 -12.08474543320896 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Circunvalación,POINT Z (-76.9855856990263 -12.08541901159483 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Rosa Toro,POINT Z (-76.99294004309017 -12.08682784910716 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
San Luis,POINT Z (-76.99692002870161 -12.08740598259675 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Aviación,POINT Z (-77.00464964725673 -12.08851579805257 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Guardia Civil,POINT Z (-77.00786150894156 -12.08894150827297 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Nicolas Arriola,POINT Z (-77.01735807717598 -12.09018373166397 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Basadre,POINT Z (-77.03473298668084 -12.09261353077701 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Los Sauces,POINT Z (-77.03792246356439 -12.09309702196851 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Los Cedros,POINT Z (-77.04414190874404 -12.09395006736588 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Las Flores,POINT Z (-77.04758399500136 -12.09441516720711 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Salaverry,POINT Z (-77.05437805851039 -12.09244467273374 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08201714366513 -12.0783465315819 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Parque de las Leyendas,POINT Z (-77.08808286138304 -12.07827266327429 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-77.05130903957435 -12.09441701038819 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Honda,POINT Z (-77.09954100346035 -12.07465476719111 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Orquideas,POINT Z (-77.02844077339547 -12.09172902806532 0),Vuelta (#13),+proj=longlat +datum=WGS84 +no_defs
Servicio 202 (Ida),"MULTILINESTRING Z ((-77.0822130360327 -12.07826775010341 0, -77.08176339628429 -12.07828458000342 0, -77.081477712731 -12.07830766026324 0, -77.08054655299998 -12.07842022999995 0, -77.07912760299996 -12.07887953799997 0, -77.07694615599996 -12.07962895299994 0, -77.06607202599997 -12.08356862599993 0, -77.06540068599998 -12.08384784399993 0, -77.06500153199994 -12.08406479799993 0, -77.06483026699993 -12.08425614999993 0, -77.06468899399994 -12.08450708999993 0, -77.06456181699997 -12.08489145299996 0, -77.06449408099996 -12.08524823599993 0, -77.06425811299994 -12.08564703999997 0, -77.0635589685956 -12.08622296173276 0, -77.06278066014089 -12.08680790576914 0, -77.05871430262951 -12.08953264247096 0, -77.05071601577188 -12.09478844213709 0, -77.05027913504519 -12.09475678584619 0, -77.04332012519674 -12.09375727763373 0, -77.03992442621997 -12.0932949913073 0, -77.03052275671284 -12.09193959893571 0, -77.0281186564538 -12.09163264412771 0, -77.0239719739581 -12.09101830711273 0, -77.01673192475103 -12.09003318202698 0, -77.01346234005806 -12.08953699965869 0, -77.01200269027242 -12.08936094923078 0, -77.01121112692459 -12.0892440047221 0, -77.0082120981358 -12.08880786187332 0, -77.005334651959 -12.08841359696457 0, -77.00408276146042 -12.08824356956908 0, -77.00357008029594 -12.08817563762709 0, -77.00257476132063 -12.08805049803736 0, -77.00211964404929 -12.08798013814694 0, -77.00161979271955 -12.08791582171458 0, -77.00109992279633 -12.08784059912728 0, -77.00064258198977 -12.08777187178111 0, -77.00004718970277 -12.08769690435949 0, -76.998761343445 -12.08751918384083 0, -76.99828976017005 -12.08739858204331 0, -76.99783414517624 -12.08717880889746 0, -76.99739373402599 -12.08692004382734 0, -76.99712727853759 -12.08683387042878 0, -76.99679349398532 -12.08679225215067 0, -76.99635629581374 -12.08674237214239 0, -76.99590345949109 -12.08675051088804 0, -76.99535768483815 -12.08686408056201 0, -76.99496413307843 -12.08691895321812 0, -76.99438391698109 -12.08686958092669 0, -76.99335518296247 -12.08673400621007 0, -76.99256576561206 -12.08665829603775 0, -76.99068758638205 -12.08642898633431 0, -76.99003219418867 -12.08632483051778 0, -76.98977927928965 -12.08628029856893 0, -76.9894563927526 -12.08623126639576 0, -76.98920746846728 -12.08619711170688 0, -76.98901338642092 -12.08617737956777 0, -76.98885778539466 -12.08615634221473 0, -76.9887230924337 -12.08613887520554 0, -76.98779666603177 -12.08599310903283 0, -76.98717863974294 -12.08583405053426 0, -76.98528275399997 -12.08520999599995 0, -76.98411382999996 -12.08506016499996 0, -76.98159977991438 -12.08506428700535 0, -76.97987559779389 -12.08489100561971 0, -76.97679577468618 -12.08449464881019 0, -76.97052270476243 -12.08361863542106 0, -76.97017544508262 -12.08376139201848 0, -76.9699112503413 -12.08379535457515 0, -76.96959009567497 -12.08360440063817 0, -76.96946065953442 -12.08330046609388 0, -76.96935133692129 -12.08302903629616 0, -76.96921512997262 -12.08287237142821 0, -76.96775311650043 -12.08186800423773 0, -76.9669298222896 -12.08116130169638 0, -76.96669177352383 -12.08080892899316 0, -76.9663830987172 -12.08029128485089 0, -76.96590425500432 -12.07963157633185 0, -76.96522999327128 -12.07855683576511 0, -76.96473762886163 -12.07781477162429 0, -76.96409744373594 -12.07650840909056 0, -76.96358663504 -12.07562694033653 0, -76.96325925539682 -12.07525255379049 0, -76.96287152977416 -12.07484779072167 0, -76.96218136957889 -12.07423995991184 0, -76.96143128044061 -12.0738015396769 0, -76.9590823433503 -12.07273374276919 0, -76.95838652942646 -12.07242442537305 0, -76.95684715034959 -12.0717286634618 0, -76.95572885197602 -12.07121543711642 0, -76.95510735207078 -12.07098217328045 0, -76.95436044609673 -12.07083256676049 0, -76.95351108434213 -12.07056693176626 0, -76.95244605342684 -12.07022519585158 0, -76.94985964005917 -12.06941047843197 0, -76.9469771885161 -12.06849806861915 0, -76.94660401450011 -12.06832945451222 0, -76.94602094963993 -12.06803458894238 0, -76.94516402240843 -12.06759022539061 0, -76.94329965377318 -12.06660774716181 0, -76.94187620308607 -12.06586503617608 0, -76.94058545282778 -12.06515914431233 0, -76.94034069912493 -12.06510860370069 0, -76.94016488057179 -12.0650843606533 0, -76.93985758990007 -12.06502194512793 0, -76.9396778386012 -12.06483839453216 0, -76.9395674920289 -12.06449965945325 0, -76.93924992596359 -12.06421133592016 0, -76.93872239279166 -12.06367105163803 0, -76.93852166425881 -12.06340655149752 0))",Rutas (#13),+proj=longlat +datum=WGS84 +no_defs
Servicio 202 (Vuelta),"MULTILINESTRING Z ((-77.08074163429923 -12.07825065637066 0, -77.0802165943859 -12.0783831413417 0, -77.07922472516181 -12.07862956878372 0, -77.07691280688285 -12.07946876908162 0, -77.06617616196498 -12.0833726355534 0, -77.06550691948588 -12.08363965630567 0, -77.06510430469311 -12.08384280544746 0, -77.06473911596476 -12.08409993326685 0, -77.06450703054294 -12.0844084784715 0, -77.06442407592 -12.08485934323276 0, -77.06437328650198 -12.0852184000547 0, -77.0641888626771 -12.08554178674714 0, -77.06370819734525 -12.08598992501915 0, -77.06265763056612 -12.08675919555273 0, -77.05856782195116 -12.08942014007079 0, -77.05065192499517 -12.09460761180024 0, -77.05006531615541 -12.09454249795162 0, -77.04325731003667 -12.09358106583771 0, -77.0389941894615 -12.09300995531042 0, -77.03057239365071 -12.09182026400646 0, -77.02809899941498 -12.09146538671038 0, -77.02375213009692 -12.09088624658079 0, -77.01894125693438 -12.09016728620853 0, -77.01801359129631 -12.09004348442205 0, -77.01624564729894 -12.08978028357985 0, -77.01605235359109 -12.08967538474662 0, -77.01553959388035 -12.08960170144805 0, -77.01524855792779 -12.08963317221222 0, -77.0119967073737 -12.08918603171617 0, -77.00998767367189 -12.08891822616776 0, -77.0080923788512 -12.08868059697574 0, -77.00545299449921 -12.0883094181154 0, -77.00497106386382 -12.08823003085003 0, -77.00438412200478 -12.08817001061959 0, -77.00390171696449 -12.0881021706884 0, -77.00308148722681 -12.08797635569889 0, -77.00259363688073 -12.08790039944539 0, -77.00226977001125 -12.08785732688513 0, -77.00182013559792 -12.0878019356265 0, -77.00138720605763 -12.08775791277266 0, -77.00097678194 -12.08769323097984 0, -77.00037230533661 -12.08763401770279 0, -76.99932843380694 -12.08749268372768 0, -76.99848666440739 -12.08733661933216 0, -76.9982453459326 -12.08726037175112 0, -76.99795780920728 -12.08711437961643 0, -76.99739518630281 -12.086797601724 0, -76.99702098634059 -12.08672331042965 0, -76.99612997983778 -12.08664688999318 0, -76.99549341778484 -12.0867443594393 0, -76.99493086044662 -12.08680859806537 0, -76.99447767535733 -12.08677465500129 0, -76.9937196236275 -12.0866583799153 0, -76.99272502123753 -12.08647325399977 0, -76.99072758228982 -12.08623539198682 0, -76.98940602915505 -12.08604588883555 0, -76.98746182980938 -12.08573938224003 0, -76.98676608436608 -12.08555538362205 0, -76.9853448943926 -12.08506575766259 0, -76.98414604146764 -12.08494840427057 0, -76.98174518749738 -12.08485842288925 0, -76.98000459848248 -12.08466502203891 0, -76.97679051110649 -12.08426134415366 0, -76.97049630377859 -12.08330695369017 0, -76.97047832035453 -12.08321489337849 0, -76.97043211232619 -12.08307046102394 0, -76.97026639449075 -12.08292466534264 0, -76.97013141367465 -12.08288444687146 0, -76.96993034290287 -12.08286544248717 0, -76.96942179731738 -12.0828198438631 0, -76.96870943803231 -12.08234991454416 0, -76.96789520150786 -12.08176989931437 0, -76.9674752594844 -12.08145382185831 0, -76.96718341016854 -12.08114357783698 0, -76.96689790833746 -12.08077715831493 0, -76.96609455398968 -12.07953541183058 0, -76.96523760612476 -12.07814408064399 0, -76.9644118831585 -12.07666569267472 0, -76.96396409767966 -12.07585009046572 0, -76.96369697424731 -12.07546873889511 0, -76.96333950035989 -12.07499751390988 0, -76.96257139272328 -12.07426633607364 0, -76.9619748726209 -12.07386412140457 0, -76.96114124028298 -12.07347765882035 0, -76.95956896174097 -12.07276553159528 0, -76.95809846905463 -12.07209826114878 0, -76.95663346280821 -12.07142595655537 0, -76.95525511232105 -12.07076627117152 0, -76.95464355240723 -12.07049405559614 0, -76.95367745603033 -12.070239200485 0, -76.95260347233304 -12.06991504525611 0, -76.94979457497574 -12.0690204220023 0, -76.94686202515012 -12.0680007441649 0, -76.9465589989957 -12.06784317632134 0, -76.944937570368 -12.06702273622858 0, -76.94311544174522 -12.06603996439912 0, -76.94243899511922 -12.06570320918604 0, -76.94134693634105 -12.06513895277823 0, -76.94082512113249 -12.06482524651179 0, -76.94047445302229 -12.06436979686405 0, -76.94026236637393 -12.06423499748862 0, -76.94000074768527 -12.06420290809798 0, -76.93956174394189 -12.06391050591963 0))",Rutas (#13),+proj=longlat +datum=WGS84 +no_defs
Nicolas Arriola,POINT Z (-77.01735807717598 -12.09018373166397 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.06752728945921 -12.083138562213 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Masías,POINT Z (-77.02631311266956 -12.09143137353016 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Huarochirí,POINT Z (-76.93847798830845 -12.06345470685783 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Flora Tristán,POINT Z (-76.94415047428656 -12.06705334649206 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
La Molina,POINT Z (-76.95702146414919 -12.07180543401695 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Jockey,POINT Z (-76.97810808480939 -12.08474543320896 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Parodi,POINT Z (-77.03090348195424 -12.09209310975936 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Basadre,POINT Z (-77.03475335758064 -12.09264858823595 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Ugarte y Moscoso,POINT Z (-77.05437805851039 -12.09244467273374 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08231605850979 -12.07836838375616 0),Vuelta (#14),+proj=longlat +datum=WGS84 +no_defs
Evitamiento,POINT Z (-76.98050959029864 -12.08468371818859 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Petit Thouars,POINT Z (-77.0320773 -12.0920105 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Masías,POINT Z (-77.0256111111111 -12.09110277777778 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Arriola,POINT Z (-77.01583546994479 -12.08963826269467 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Aranales,POINT Z (-77.03425063556979 -12.09224683556833 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Salaverry,POINT Z (-77.05295975421261 -12.09314594644466 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08075411419293 -12.07830328081495 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.0668832936131 -12.08312126842946 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Flora Tristán,POINT Z (-76.94391233042379 -12.06649091713845 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Huarochirí,POINT Z (-76.9396720430167 -12.06399898264795 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
La Molina,POINT Z (-76.95640613465325 -12.07127962090197 0),Ida (#14),+proj=longlat +datum=WGS84 +no_defs
Masías,POINT Z (-77.02635708880001 -12.09149376902136 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Basadre (Arenales),POINT Z (-77.03473298668084 -12.09261353077701 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Las Flores,POINT Z (-77.04758399500136 -12.09441516720711 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Salaverry,POINT Z (-77.05437805851039 -12.09244467273374 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.06752728945921 -12.083138562213 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08201714366513 -12.0783465315819 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Rafael Escardó,POINT Z (-77.09364195581344 -12.07748833518872 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Honda,POINT Z (-77.09954100346035 -12.07465476719111 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Aviacion,POINT Z (-77.00464225485473 -12.08850228536737 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
San Luis,POINT Z (-76.99687407791316 -12.08740478459491 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Circunvalacion,POINT Z (-76.9856595446753 -12.08544170417266 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Jockey,POINT Z (-76.97810410917153 -12.08476493486021 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
U de Lima,POINT Z (-76.9719312 -12.083777 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Hormigas,POINT Z (-76.95445371457951 -12.07668923308242 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Mocan,POINT Z (-76.94302830329796 -12.07716037848893 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Senasa,POINT Z (-76.94655212247459 -12.07841600187323 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Agraria,POINT Z (-76.95110609799342 -12.07972307291801 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
La Molina,POINT Z (-76.95707365034576 -12.07182777938398 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Molicentro,POINT Z (-76.9284749 -12.0815222 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Parque,POINT Z (-76.92670440000001 -12.0849569 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Laguna Grande,POINT Z (-76.924323 -12.0851325 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Rinconada del lago,POINT Z (-76.920346 -12.0853358 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
El Sol,POINT Z (-76.91311589999999 -12.0860488 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Miami,POINT Z (-76.9075696 -12.0861982 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
La Punta,POINT Z (-76.90047869999999 -12.0862058 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Naplo,POINT Z (-76.8961142 -12.08619 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Madreselva,POINT Z (-76.8907078 -12.086341 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Sauces,POINT Z (-76.88653909999999 -12.0852272 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Las Dunas,POINT Z (-76.8820276 -12.0851427 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Victor Malasquez,POINT Z (-76.87855465940879 -12.0844471098357 0),Paraderos O-E,+proj=longlat +datum=WGS84 +no_defs
Agraria,POINT Z (-76.95041921362822 -12.07942559237415 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Javier Prado,POINT Z (-76.95595434561042 -12.07277695710233 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Victor Malasquez,POINT Z (-76.87728361290888 -12.08422737102857 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Las Dunas,POINT Z (-76.88175680000001 -12.0848901 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Sauces,POINT Z (-76.886841 -12.0849793 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Madreselva,POINT Z (-76.8903409 -12.0859657 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Naplo,POINT Z (-76.89610089999999 -12.0858911 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
La Punta,POINT Z (-76.9000281 -12.0858071 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Monaco,POINT Z (-76.9071488 -12.0859235 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
El Sol,POINT Z (-76.912623 -12.0858236 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Rinconada del Lago,POINT Z (-76.9199007 -12.0851837 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Laguna Grande,POINT Z (-76.9238108 -12.0850223 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
A. Quesada,POINT Z (-76.92718549999999 -12.0841669 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Molicentro,POINT Z (-76.92801350000001 -12.0821411 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Senasa,POINT Z (-76.94619292238421 -12.07804600956522 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Mocan,POINT Z (-76.9426058222917 -12.07684333469246 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Hormigas,POINT Z (-76.95449094254037 -12.07587387826921 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
La Floresta,POINT Z (-76.97287587619644 -12.08366588496241 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Evitamiento,POINT Z (-76.98040589568663 -12.08467956750449 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Circunvalacion,POINT Z (-76.985858268078 -12.08507800054474 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
San Luis,POINT Z (-76.9963659 -12.0864775 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Aviacion,POINT Z (-77.0031765 -12.0874242 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Quiñones,POINT Z (-77.01588013838338 -12.08966111595127 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Masias,POINT Z (-77.02554379999999 -12.0910704 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Arenales,POINT Z (-77.03381990840779 -12.09225921736144 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Los Nogales,POINT Z (-77.04488789259823 -12.0937564679662 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Salaverry,POINT Z (-77.05291750308106 -12.09309084526702 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Sucre,POINT Z (-77.0668832936131 -12.08312126842946 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Universitaria,POINT Z (-77.08087903773956 -12.07818879679146 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Rafael Escardó,POINT Z (-77.09300223073741 -12.07740845945079 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
Continsuyo,POINT Z (-77.09865619082298 -12.07166635129983 0),Paraderos E-O,+proj=longlat +datum=WGS84 +no_defs
