osmid,y,x,highway,street_count,ref,geometry,bank_amenity,bank_node,bank_dist,courthouse_amenity,courthouse_node,courthouse_dist,hospital_amenity,hospital_node,hospital_dist,marketplace_amenity,marketplace_node,marketplace_dist,police_amenity,police_node,police_dist,school_amenity,school_node,school_dist,university_amenity,university_node,university_dist
411672134,-12.0731789,-76.9486348,,3,,POINT (-76.94863479999999 -12.0731789),437646439,7566579308,809.45,3949420739,1024451887,2301.428,835415398,1574755800,1461.5049999999999,628139566,7664133100,990.864,319106551,5055109759,756.9129999999999,160698066,5926760249,1300.0980000000002,160698070,411672134,0.0
411672135,-12.0730576,-76.9478561,,3,,POINT (-76.9478561 -12.0730576),437646439,7566579308,986.4260000000002,3949420739,1024451887,2478.4040000000005,835415398,1574755800,1591.0959999999998,628139566,7664133100,905.1239999999999,893575727,471055694,1073.056,160442516,1574756005,528.668,160698070,411672134,232.481
411672138,-12.0727235,-76.9449939,,3,,POINT (-76.9449939 -12.0727235),6016071511,1726107834,1329.4529999999997,3949420739,1024451887,2897.611999999999,835415398,1574755800,1861.3339999999998,835415397,471055952,1882.1339999999998,893575727,471055694,1334.077,160442516,1574756005,947.876,473647657,1574755687,974.0439999999999
411672140,-12.0728243,-76.9415357,,3,,POINT (-76.9415357 -12.0728243),6016071511,1726107834,953.249,3949420739,1024451887,3299.117,835415398,1574755800,1485.13,835415397,471055952,1574.8580000000002,893575727,471055694,957.873,5597179335,5417332982,490.561,473647657,1574755687,597.8399999999999
411672141,-12.0728171,-76.9410414,,3,,POINT (-76.9410414 -12.0728171),6016071511,1726107834,899.2850000000001,3949420739,1024451887,3302.2469999999994,835415398,1574755800,1431.166,835415397,471055952,1520.894,893575727,471055694,903.9089999999999,5597179335,5417332982,436.597,473647657,1574755687,543.876
411672142,-12.0728141,-76.9408352,,3,,POINT (-76.9408352 -12.0728141),6016071511,1726107834,876.6310000000001,3949420739,1024451887,3279.593,835415398,1574755800,1408.512,835415397,471055952,1498.24,893575727,471055694,881.2549999999999,5597179335,5417332982,413.943,473647657,1574755687,521.222
411672152,-12.0735129,-76.9552135,,3,,POINT (-76.9552135 -12.0735129),437646439,7566579308,78.952,3949420739,1024451887,1570.9299999999998,835415398,1574755800,2088.088,628139566,7664133100,572.347,319106551,5055109759,405.393,5597201319,1574755842,477.828,2169475486,5055109759,405.393
411672155,-12.0735353,-76.9543167,,3,,POINT (-76.95431670000001 -12.0735353),437646439,7566579308,176.591,3949420739,1024451887,1668.569,835415398,1574755800,1994.5169999999996,628139566,7664133100,669.986,319106551,5055109759,124.05399999999999,160698066,5926760249,667.239,160443525,5055109759,124.05399999999999
411672157,-12.073539,-76.952584,,3,,POINT (-76.952584 -12.073539),437646439,7566579308,364.99700000000007,3949420739,1024451887,1856.9749999999995,835415398,1574755800,1885.0919999999994,628139566,7664133100,858.392,319106551,5055109759,312.46,160698066,5926760249,855.6450000000001,357299856,5926760253,900.2220000000001
411672161,-12.073377,-76.950529,,4,,POINT (-76.950529 -12.073377),437646439,7566579308,589.7660000000001,3949420739,1024451887,2081.7439999999997,835415398,1574755800,1683.1159999999998,628139566,7664133100,1083.1610000000003,319106551,5055109759,537.2289999999999,160698066,5926760249,1080.4140000000002,357299856,5926760253,133.48399999999998
411672162,-12.0732288,-76.9496578,,3,,POINT (-76.9496578 -12.0732288),437646439,7566579308,685.9190000000001,3949420739,1024451887,2177.897,835415398,1574755800,1779.2689999999996,628139566,7664133100,1179.3140000000003,319106551,5055109759,633.382,160698066,5926760249,1176.5670000000002,160698070,411672134,317.764
411672163,-12.0730866,-76.9487884,traffic_signals,4,,POINT (-76.9487884 -12.0730866),437646439,7566579308,781.767,3949420739,1024451887,2273.745,835415398,1574755800,1489.3269999999995,628139566,7664133100,1018.686,319106551,5055109759,729.2299999999999,160698066,5926760249,1272.4150000000002,160698070,411672134,27.822
411672164,-12.0730614,-76.9486589,traffic_signals,4,,POINT (-76.9486589 -12.0730614),437646439,7566579308,796.124,3949420739,1024451887,2288.102,835415398,1574755800,1448.1789999999999,628139566,7664133100,1033.0430000000001,319106551,5055109759,743.5869999999999,160698066,5926760249,1286.7720000000002,160698070,411672134,42.179
411672165,-12.0729264,-76.9478613,,3,,POINT (-76.9478613 -12.0729264),437646439,7566579308,884.1410000000001,3949420739,1024451887,2376.1190000000006,835415398,1574755800,1493.3119999999997,628139566,7664133100,1121.06,893575727,471055694,1054.333,160442516,1574756005,636.7639999999999,160698070,411672134,130.196
411672168,-12.0726298,-76.9440141,,3,,POINT (-76.9440141 -12.0726298),6016071511,1726107834,1273.8129999999999,3949420739,1024451887,2797.6319999999996,835415398,1574755800,1457.77,835415397,471055952,1547.498,893575727,471055694,804.943,160442516,1574756005,411.28,473647657,1574755687,290.915
411672169,-12.0726669,-76.942837,,3,,POINT (-76.942837 -12.0726669),6016071511,1726107834,1217.1350000000002,3949420739,1024451887,2925.691,835415398,1574755800,1581.877,835415397,471055952,1671.605,893575727,471055694,929.05,160442516,1574756005,535.3870000000001,473647657,1574755687,167.32
411672173,-12.072377,-76.9413225,,3,,POINT (-76.9413225 -12.072377),6016071511,1726107834,962.6390000000001,3949420739,1024451887,3102.4359999999997,835415398,1574755800,1494.52,835415397,471055952,1584.248,893575727,471055694,967.2629999999999,5597179335,5417332982,499.951,473647657,1574755687,344.065
411672179,-12.0750724,-76.9550932,,3,,POINT (-76.95509319999999 -12.0750724),437646439,7566579308,388.61000000000007,3949420739,1024451887,1885.8419999999996,835415398,1574755800,2388.474,628139566,7664133100,319.21299999999997,319106551,5055109759,749.375,5597201319,1574755842,792.74,160443525,5055109759,749.375
411672180,-12.0758469,-76.9547316,,3,,POINT (-76.9547316 -12.0758469),437646439,7566579308,619.5610000000001,3949420739,1024451887,2116.793,835415398,1574755800,2619.4250000000006,628139566,7664133100,224.507,319106551,5055109759,980.326,160698066,5926760249,801.5720000000001,160443525,5055109759,980.326
411672182,-12.0770434,-76.9541135,,4,,POINT (-76.95411350000001 -12.0770434),437646439,7566579308,470.329,3949420739,1024451887,1967.5609999999997,835415398,1574755800,2470.193,628139566,7664133100,75.275,319106551,5055109759,831.0939999999998,160698066,5926760249,652.34,400674316,2105879834,555.509
411672192,-12.0768697,-76.9540733,,3,,POINT (-76.9540733 -12.0768697),437646439,7566579308,450.526,3949420739,1024451887,1947.7579999999998,835415398,1574755800,2450.3900000000003,628139566,7664133100,618.384,319106551,5055109759,811.2909999999999,160698066,5926760249,632.537,400674316,2105879834,1098.6180000000002
411672219,-12.0722263,-76.9412539,,3,,POINT (-76.94125390000001 -12.0722263),6016071511,1726107834,981.0930000000001,3949420739,1024451887,3120.8900000000003,835415398,1574755800,1512.974,835415397,471055952,1602.702,893575727,471055694,985.7169999999999,5597179335,5417332982,518.405,473647657,1574755687,362.519
411672223,-12.0722348,-76.9406273,,3,,POINT (-76.9406273 -12.0722348),6016071511,1726107834,797.197,3949420739,1024451887,3200.1589999999997,835415398,1574755800,1329.078,835415397,471055952,1418.806,893575727,471055694,801.8209999999999,5597179335,5417332982,334.509,473647657,1574755687,441.78799999999995
411672229,-12.0759133,-76.9392897,,3,,POINT (-76.9392897 -12.0759133),6016071511,1726107834,1065.0800000000002,3949420739,1024451887,3661.124999999999,835415398,1574755800,1790.0439999999999,835415397,471055952,1879.772,893575727,471055694,1262.787,2272004766,1273829322,327.04600000000005,473647657,1574755687,902.7539999999999
411672233,-12.0737847,-76.9395481,,4,,POINT (-76.9395481 -12.0737847),6016071511,1726107834,818.7990000000001,3949420739,1024451887,3414.843999999999,835415398,1574755800,1543.7630000000001,835415397,471055952,1633.4910000000002,893575727,471055694,1016.5060000000001,2272004766,1273829322,601.1750000000001,473647657,1574755687,656.473
411672248,-12.0787291,-76.9544053,,4,,POINT (-76.9544053 -12.0787291),437646439,7566579308,682.4520000000001,3949420739,1024451887,2179.684,835415398,1574755800,2682.3160000000003,628139566,7664133100,287.398,319106551,5055109759,1043.217,5597207622,5468322720,429.7890000000001,400674316,2105879834,582.605
411672269,-12.085923,-76.9573236,,4,,POINT (-76.9573236 -12.085923),439038141,411673086,926.844,3949420739,1024451887,3101.42,835415398,1574755800,3604.0519999999997,628139566,7664133100,1209.134,319106551,5055109759,1964.9530000000002,4946966446,8035958218,555.369,400674316,2105879834,1504.3410000000001
